OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
7159,1508887,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0926,2021/03/19 00:30:00+00
7160,1508888,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0478,2021/03/19 06:15:00+00
7161,1508889,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0747,2021/03/18 03:30:00+00
7162,1508890,5299,99,WEAPON OFFENSE,WEAPON OFFENSE-MISCELLANEOUS,5,5B,1631,2021/03/17 14:00:00+00
7163,1508891,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0506,2021/03/19 14:20:00+00
7164,1508892,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3M,0745,2021/03/18 06:31:00+00
7165,1508893,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,0514,2021/03/15 08:00:00+00
7166,1508894,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0605,2021/03/19 07:10:00+00
7167,1508895,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,1306,2021/03/19 09:00:00+00
7168,1508896,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,2,2C,0568,2021/03/19 02:20:00+00
7169,1508897,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,1,1B,0435,2021/03/19 07:21:00+00
7170,1508900,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3B,0747,2021/03/16 16:29:00+00
7171,1508901,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1C,0419,2021/03/16 00:30:00+00
7172,1508903,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0231,2021/03/14 23:30:00+00
7173,1508907,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,0969,2021/03/14 17:08:00+00
7174,1508909,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2B,0526,2021/03/12 18:30:00+00
7175,1508912,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0233,2021/03/17 09:30:00+00
7176,1508913,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0233,2021/03/17 09:30:00+00
7177,1508914,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0233,2021/03/17 09:30:00+00
7178,1508915,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4C,1292,2021/03/19 18:00:00+00
7179,1508916,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,1296,2021/03/14 01:45:00+00
7180,1508917,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4A,0917,2021/03/06 01:00:00+00
7181,1508918,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,4,4C,1283,2021/03/19 08:52:00+00
7182,1508919,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,1,1A,0313,2021/03/18 07:06:00+00
7183,1508920,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0233,2021/03/17 09:40:00+00
7184,1508921,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0233,2021/03/17 09:30:00+00
7185,1508922,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0568,2021/03/14 03:01:00+00
7186,1508923,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0233,2021/03/17 09:30:00+00
7187,1508924,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0233,2021/03/17 09:30:00+00
7188,1508925,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0233,2021/03/17 09:40:00+00
7189,1508926,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0233,2021/03/17 09:50:00+00
7190,1508933,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0956,2021/03/19 23:00:00+00
7191,1508934,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3M,0745,2021/03/19 06:30:00+00
7192,1508935,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6A,1013,2021/03/19 01:00:00+00
7193,1508936,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2A,0233,2021/03/14 02:16:00+00
7194,1508937,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0736,2021/03/19 09:40:00+00
7195,1508938,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0553,2021/02/26 16:12:00+00
7196,1508940,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1134,2021/03/11 21:50:00+00
7197,1508941,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0551,2021/03/12 19:12:00+00
7198,1508942,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,5,5C,1606,2021/03/13 23:45:00+00
7199,1508945,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,0233,2021/03/16 19:59:00+00
7200,1508946,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0542,2021/03/16 20:38:00+00
7201,1508947,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0563,2021/03/19 02:34:00+00
7202,1508948,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,0732,2021/03/19 08:40:00+00
7203,1508967,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0909,2021/03/18 23:55:00+00
7204,1508968,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,2,2A,0517,2021/03/19 18:30:00+00
7205,1508969,5499,15A,TRAFFIC OFFENS,23103(B)RECKLESS-OFFSTREET/PKG,2,2B,0542,2021/03/16 01:39:00+00
7206,1508970,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,5,5B,1369,2021/03/18 00:06:00+00
7207,1508971,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0734,2021/03/19 15:46:00+00
7208,1508972,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1C,0447,2021/03/19 20:10:00+00
7209,1508974,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4B,0986,2021/03/19 23:39:00+00
7210,1508976,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0707,2021/03/20 05:44:00+00
7211,1508981,5202,11,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,2,2B,0556,2021/03/17 18:46:00+00
7212,1508985,5707,0,PRIVACY,602 PC TRESPASS,4,4A,0907,2021/03/19 15:17:00+00
7213,1508987,5202,12,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-MIS,3,3M,0735,2021/02/27 08:52:00+00
7214,1508988,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,1,1C,0447,2021/03/20 00:19:00+00
7215,1508989,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,6,6B,1054,2021/03/15 02:00:00+00
7216,1508990,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6A,1081,2021/03/15 16:00:00+00
7217,1508994,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,1003,2021/03/18 15:53:00+00
7218,1508996,5213,5B,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-M,5,5A,1394,2021/03/19 04:33:00+00
7219,1508997,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0742,2021/03/17 23:07:00+00
7220,1508998,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0898,2021/03/14 13:15:00+00
7221,1509000,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0614,2021/03/16 18:39:00+00
7222,1509001,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1B,0401,2021/03/20 01:22:00+00
7223,1509002,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6C,1422,2021/02/21 19:00:00+00
7224,1509004,5299,99,WEAPON OFFENSE,WEAPON OFFENSE-MISCELLANEOUS,4,4A,0901,2021/03/18 14:15:00+00
7225,1509005,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,0136,2021/03/19 03:40:00+00
7226,1509006,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0236,2021/03/17 00:45:00+00
7227,1509007,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5C,1606,2021/03/20 02:14:00+00
7228,1509012,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,6,6A,1081,2021/03/19 08:53:00+00
7229,1509016,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,0787,2021/03/18 22:56:00+00
7230,1509018,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,0787,2021/03/18 20:51:00+00
7231,1509019,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,1111,2021/03/17 05:00:00+00
7232,1509021,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0309,2021/03/16 16:46:00+00
7233,1509022,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,2,2C,0602,2021/03/14 00:09:00+00
7234,1509023,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1C,0429,2021/03/19 17:49:00+00
7235,1509024,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0508,2021/03/16 10:10:00+00
7236,1509025,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,5,5B,1616,2021/03/20 06:40:00+00
7237,1509028,2302,0,LARCENY,487(C) GRAND THEFT-PURSE SNTCH,1,1B,0444,2021/03/20 00:04:00+00
7238,1509029,2803,4,STOLEN PROP,496D(A) PURCH STLN VEH-MISD,6,6B,1084,2021/03/19 17:07:00+00
7239,1509032,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0418,2021/03/20 04:00:00+00
7240,1509033,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1042,2021/03/17 05:50:00+00
7241,1509034,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0507,2021/03/16 15:40:00+00
7242,1509035,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0507,2021/03/16 16:21:00+00
7243,1509036,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0504,2021/03/16 17:32:00+00
7244,1509037,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0504,2021/03/16 18:13:00+00
7245,1509038,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1616,2021/03/18 08:31:00+00
7246,1509040,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2A,0234,2021/03/12 17:41:00+00
7247,1509042,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0734,2021/03/18 00:07:00+00
7248,1509045,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2B,0564,2021/03/13 15:15:00+00
7249,1509046,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,4,4B,1351,2021/03/09 17:30:00+00
7250,1509047,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0237,2021/03/12 18:18:00+00
7251,1509048,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1522,2021/03/13 02:07:00+00
7252,1509049,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0704,2021/03/17 15:54:00+00
7253,1509050,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0237,2021/03/13 02:14:00+00
7254,1509051,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0226,2021/03/17 16:33:00+00
7255,1509052,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0221,2021/03/13 02:29:00+00
7256,1509053,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0553,2021/03/17 21:24:00+00
7257,1509054,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0557,2021/03/13 04:32:00+00
7258,1509058,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0429,2021/03/12 23:56:00+00
7259,1509060,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0563,2021/03/17 19:03:00+00
7260,1509061,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4A,0906,2021/03/20 08:30:00+00
7261,1509063,5400,3,TRAFFIC,TRAFFIC ACCIDENT-FATAL,6,6C,1134,2021/03/17 23:37:00+00
7262,1509064,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0602,2021/03/18 02:22:00+00
7263,1509065,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1111,2021/03/15 15:45:00+00
7264,1509066,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1111,2021/03/05 20:55:00+00
7265,1509068,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0318,2021/03/12 16:48:00+00
7266,1509069,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,0507,2021/03/16 04:22:00+00
7267,1509070,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3M,0752,2021/03/14 06:50:00+00
7268,1509071,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0622,2021/03/18 16:42:00+00
7269,1509072,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3M,0732,2021/03/19 03:55:00+00
7270,1509073,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2B,0521,2021/03/19 06:10:00+00
7271,1509074,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1041,2021/03/19 09:00:00+00
7272,1509076,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0841,2021/03/08 18:14:00+00
7273,1509077,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0841,2021/03/09 02:28:00+00
7274,1509078,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0421,2021/03/19 07:40:00+00
7275,1509079,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0765,2021/03/19 10:45:00+00
7276,1509080,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,0234,2021/02/24 20:20:00+00
7277,1509081,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0761,2021/03/20 08:35:00+00
7278,1509082,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0718,2021/03/19 15:45:00+00
7279,1509083,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2A,0233,2021/01/21 19:10:00+00
7280,1509084,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3A,0764,2021/01/31 16:10:00+00
7281,1509085,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0847,2021/03/18 23:21:00+00
7282,1509086,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0746,2021/02/28 07:00:00+00
7283,1509087,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6D,0856,2021/03/19 12:00:00+00
7284,1509088,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6A,1011,2021/03/01 19:00:00+00
7285,1509089,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3B,0726,2021/03/19 23:01:00+00
7286,1509095,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,3,3B,0716,2021/03/18 06:41:00+00
7287,1509097,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1522,2021/03/18 20:24:00+00
7288,1509098,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0937,2021/03/19 23:25:00+00
7289,1509099,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0906,2021/03/20 03:55:00+00
7290,1509100,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6B,1084,2021/03/18 17:46:00+00
7291,1509102,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3A,0715,2021/03/20 17:00:00+00
7292,1509103,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1B,0475,2021/03/06 19:00:00+00
7293,1509104,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5C,1606,2021/03/18 08:00:00+00
7294,1509105,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4A,0936,2021/03/19 07:18:00+00
7295,1509106,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1351,2021/03/15 09:40:00+00
7296,1509107,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4B,1356,2021/03/19 14:25:00+00
7297,1509109,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0568,2021/03/15 10:09:00+00
7298,1509110,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0546,2021/03/18 21:50:00+00
7299,1509111,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5B,1616,2021/03/19 08:19:00+00
7300,1509112,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,UI,UI,UI,2021/03/15 17:20:00+00
7301,1509113,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,0742,2021/03/19 20:12:00+00
7302,1509114,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0564,2021/03/18 22:50:00+00
7303,1509115,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,0725,2021/03/19 01:30:00+00
7304,1509116,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0233,2021/03/15 22:59:00+00
7305,1509118,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1134,2021/03/18 23:02:00+00
7306,1509120,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0736,2021/03/18 03:01:00+00
7307,1509121,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0603,2021/03/18 22:38:00+00
7308,1509122,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0454,2021/03/18 07:00:00+00
7309,1509123,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6E,0898,2021/03/15 18:43:00+00
7310,1509124,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0603,2021/03/17 11:30:00+00
7311,1509125,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0603,2021/03/18 23:12:00+00
7312,1509126,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,3,3B,0746,2021/03/09 00:00:00+00
7313,1509127,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1604,2021/03/15 17:30:00+00
7314,1509130,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1364,2021/03/15 23:54:00+00
7315,1509131,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1C,0405,2021/03/19 11:09:00+00
7316,1509132,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,0505,2021/03/15 12:16:00+00
7317,1509133,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4A,0923,2021/03/01 22:10:00+00
7318,1509135,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1605,2021/03/19 01:12:00+00
7319,1509140,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,0778,2021/03/15 02:00:00+00
7320,1509142,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,4,4A,0912,2021/03/19 22:37:00+00
7321,1509143,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1134,2021/02/24 00:00:00+00
7322,1509144,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0511,2021/03/20 14:00:00+00
7323,1509145,5499,15,TRAFFIC,23103(A) RECKLESS ON HIGHWAY,UI,UI,UI,2021/03/21 00:13:00+00
7324,1509146,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0563,2021/03/21 00:30:00+00
7325,1509148,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1C,0419,2021/03/15 15:00:00+00
7326,1509149,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0628,2021/03/18 14:37:00+00
7327,1509151,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,6,6C,1111,2021/03/19 09:31:00+00
7328,1509152,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,1616,2021/03/19 05:00:00+00
7329,1509153,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,1631,2021/03/19 22:27:00+00
7330,1509155,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2C,0620,2021/03/20 04:30:00+00
7331,1509165,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,1,1C,0406,2021/03/19 11:47:00+00
7332,1509166,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,4,4A,0905,2021/03/19 07:09:00+00
7333,1509167,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6E,0877,2021/03/21 01:33:00+00
7334,1509168,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,5,5B,1399,2021/03/20 08:32:00+00
7335,1509170,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,5,5B,1603,2021/03/19 00:42:00+00
7336,1509173,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0746,2021/03/18 03:10:00+00
7337,1509177,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4A,0906,2021/03/21 01:42:00+00
7338,1509181,5499,15,TRAFFIC,23103(A) RECKLESS ON HIGHWAY,UI,UI,UI,2021/03/20 07:35:00+00
7339,1509182,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1B,0444,2021/03/17 06:45:00+00
7340,1509184,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0563,2021/03/15 20:57:00+00
7341,1509185,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1C,0449,2021/03/18 04:42:00+00
7342,1509186,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0824,2021/03/15 23:30:00+00
7343,1509187,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,0502,2021/03/08 03:00:00+00
7344,1509188,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0824,2021/03/15 23:30:00+00
7345,1509190,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0449,2021/03/19 07:00:00+00
7346,1509191,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0748,2021/03/19 17:09:00+00
7347,1509192,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0451,2021/03/20 04:29:00+00
7348,1509193,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0337,2021/03/20 04:44:00+00
7349,1509194,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0473,2021/03/20 13:36:00+00
7350,1509195,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1012,2021/03/20 21:06:00+00
7351,1509197,2305,1,LARCENY,487(A) GRAND THEFT-CLOUT-UNLOC,3,3B,0748,2021/03/20 19:12:00+00
7352,1509198,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,0785,2021/03/20 04:34:00+00
7353,1509199,3571,0,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,3,3A,0709,2021/03/20 06:14:00+00
7354,1509200,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2A,0226,2021/03/21 01:18:00+00
7355,1509201,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3A,0701,2021/03/21 06:37:00+00
7356,1509202,3599,0,NARCOTICS,11370.1(A) POSSESS WHILE ARMED,2,2C,0604,2021/03/20 15:22:00+00
7357,1509205,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,1,1A,0336,2021/03/20 19:02:00+00
7358,1509207,5707,0,PRIVACY,602 PC TRESPASS,5,5B,1603,2021/03/21 00:00:00+00
7359,1509210,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0746,2021/03/21 02:49:00+00
7360,1509211,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,4,4A,0907,2021/03/16 21:00:00+00
7361,1509212,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0728,2021/03/20 18:32:00+00
7362,1509213,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4B,0998,2021/03/20 12:44:00+00
7363,1509214,2999,15,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,4,4A,0909,2021/03/19 18:46:00+00
7364,1509215,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,1296,2021/03/20 11:00:00+00
7365,1509217,2999,091,TAMPERING,10852 VC VEHICLE TAMPERING,6,6C,1411,2021/03/20 08:14:00+00
7366,1509218,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2B,0563,2021/03/21 04:36:00+00
7367,1509219,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3M,0745,2021/01/25 00:00:00+00
7368,1509220,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0235,2021/03/19 07:40:00+00
7369,1509221,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6C,1113,2021/03/20 14:10:00+00
7370,1509222,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,1,1A,0313,2021/03/20 14:00:00+00
7371,1509223,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0304,2021/03/21 00:00:00+00
7372,1509224,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,1,1C,0409,2021/03/21 07:02:00+00
7373,1509228,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,0976,2021/03/19 21:00:00+00
7374,1509229,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,0705,2021/03/21 00:01:00+00
7375,1509230,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,1,1B,0412,2021/03/19 23:00:00+00
7376,1509231,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6C,1134,2021/03/20 10:00:00+00
7377,1509233,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6E,1101,2021/03/20 15:32:00+00
7378,1509234,7399,131,SAC CITY CODE,5.108.280 ENTERTAIN PERMIT VIO,3,3M,0744,2021/03/21 08:27:00+00
7379,1509236,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,1101,2021/03/20 15:00:00+00
7380,1509237,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6E,0898,2021/03/21 04:51:00+00
7381,1509238,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6A,1011,2021/03/21 08:44:00+00
