FID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
31824,1277519,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,0928,2017/11/04 23:00:00
31825,1277435,2501,01,FORGERY,476 PC PASS FICTICIOUS CHECK,2,2B,0556,2017/09/30 00:55:00
31826,1277843,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0742,2017/11/11 21:01:00
31827,1277913,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1306,2017/10/05 00:13:00
31828,1277566,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4A,0905,2017/11/08 03:59:59
31829,1277520,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0620,2017/11/05 22:17:00
31830,1277438,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5B,1604,2017/11/02 03:14:59
31831,1277844,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0601,2017/11/09 23:48:00
31832,1277915,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6D,0841,2017/10/11 14:39:59
31833,1277567,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0337,2017/11/05 03:55:00
31834,1277522,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0313,2017/11/04 00:00:00
31835,1277439,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6C,1422,2017/11/04 15:00:00
31836,1277845,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,3,3B,0766,2017/11/09 01:47:00
31837,1277916,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,0978,2017/10/11 16:14:00
31838,1277568,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0877,2017/11/08 03:45:00
31839,1277523,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0313,2017/11/05 03:00:00
31840,1277440,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4A,0905,2017/11/02 18:49:59
31841,1277846,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4A,0957,2017/11/12 01:05:00
31842,1277917,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1326,2017/10/11 17:02:00
31843,1277569,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6C,1111,2017/11/06 08:29:59
31844,1277524,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0851,2017/11/06 23:29:59
31845,1277525,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1446,2017/10/05 05:41:00
31846,1277526,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1278,2017/11/02 05:00:00
31847,1277527,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0511,2017/11/06 17:00:00
31848,1277528,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0338,2017/11/06 08:35:00
31849,1277529,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0567,2017/11/07 01:34:59
31850,1277530,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0731,2017/11/06 07:20:00
31851,1277531,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0927,2017/10/19 03:00:00
31852,1277532,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0718,2017/11/04 18:00:00
31853,1277533,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0727,2017/11/04 00:00:00
31854,1277534,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6D,0855,2017/11/04 23:00:00
31855,1277535,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0747,2017/11/03 23:00:00
31856,1277536,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0411,2017/11/10 17:10:00
31857,1277537,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,0985,2017/11/06 00:59:59
31858,1277538,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,0513,2017/11/06 01:14:00
31859,1277539,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,1132,2017/11/05 00:00:00
31860,1277540,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0861,2017/11/06 23:42:59
31861,1277541,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0106,2017/11/07 12:45:00
31862,1277542,2399,2,LARCENY,484 PC PETTY THEFT,1,1C,0309,2017/11/07 20:29:59
31863,1277543,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0106,2017/11/10 03:59:59
31864,1277544,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0915,2017/11/07 21:49:59
31865,1277545,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0726,2017/11/07 21:30:00
31866,1277546,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0429,2017/10/05 08:39:59
31867,1277547,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0619,2017/11/04 22:04:00
31868,1277548,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3B,0787,2017/11/02 04:44:59
31869,1277549,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0444,2017/10/05 10:05:59
31870,1277550,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1034,2017/10/05 10:20:00
31871,1277441,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0128,2017/11/04 08:39:59
31872,1277847,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3B,0747,2017/11/12 01:02:59
31873,1277570,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0473,2017/11/01 10:02:59
31874,1277918,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1031,2017/10/11 18:14:59
31875,1277442,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0338,2017/11/06 07:30:00
31876,1277848,5707,72,TRESPASS,602(O)(1)TRESP:RTL:OFFICER REQ,2,2C,0628,2017/11/12 00:40:59
31877,1277571,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0773,2017/11/05 07:50:00
31878,1277920,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0766,2017/10/11 19:05:59
31879,1277443,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3M,0732,2017/11/07 02:05:00
31880,1277849,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,6,6A,1015,2017/11/11 21:49:59
31881,1277572,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1618,2017/11/03 01:25:00
31882,1277921,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0746,2017/11/12 10:01:00
31883,1277444,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0333,2017/11/07 15:45:00
31884,1277850,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1422,2017/11/12 01:50:00
31885,1277573,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0925,2017/11/07 19:30:00
31886,1277924,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,4,4B,0998,2017/11/04 04:37:00
31887,1277446,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4A,0903,2017/11/07 15:17:59
31888,1277855,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2A,0213,2017/11/12 04:15:00
31889,1277574,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4A,0905,2017/11/10 04:14:00
31890,1277925,5499,15,TRAFFIC,23103(A) RECKLESS ON HIGHWAY,6,6C,1427,2017/11/12 09:59:59
31891,1277448,2999,04,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6B,1002,2017/11/08 15:59:59
31892,1277856,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3A,0721,2017/11/12 03:19:00
31893,1277575,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,5,5B,1621,2017/11/10 09:20:00
31894,1277926,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0721,2017/11/11 14:12:00
31895,1277927,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0564,2017/11/12 03:37:59
31896,1277932,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0414,2017/11/12 02:29:59
31897,1277945,5299,134,WEAPON OFFENSE,22810(G)(1) ILL USE TEARGAS,3,3M,0744,2017/11/12 09:59:59
31898,1277949,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,4,4B,0958,2017/11/12 07:21:59
31899,1277950,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,0906,2017/11/11 00:40:00
31900,1277952,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,6,6C,1124,2017/11/12 07:08:00
31901,1277953,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,2,2C,0602,2017/11/12 05:55:59
31902,1277954,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6D,0851,2017/11/13 00:03:00
31903,1277955,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6E,1116,2017/11/13 02:06:59
31904,1277956,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1086,2017/11/13 02:06:00
31905,1277957,5299,119,WEAPON OFFENSE,22810(A) FEL POSS TEARGAS-FEL,5,5C,1607,2017/11/13 02:16:00
31906,1277958,4801,5,OBSTRUCTING,69 PC RESIST/OBSTRCT EXEC OFC,2,2B,0564,2017/11/13 04:28:59
31907,1277959,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,2,2C,0603,2017/11/13 02:48:00
31908,1277960,2404,1,BAIT CAR,BAIT CAR 10851 VC TAKE VEHICLE,2,2C,0604,2017/11/13 06:27:00
31909,1277963,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1152,2017/11/13 05:00:00
31910,1277965,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0613,2017/10/11 18:30:00
31911,1277966,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2B,0537,2017/10/11 17:18:00
31912,1277971,1315,39,AGG ASSAULT,245(A)(4)AWDW-FORCE ONLY,3,3B,0766,2017/11/12 12:45:00
31913,1277974,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1141,2017/10/16 04:20:00
31914,1277975,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1421,2017/11/13 03:59:59
31915,1277976,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1624,2017/10/26 02:51:59
31916,1277977,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0736,2017/10/28 22:50:00
31917,1277978,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2C,0603,2017/11/06 22:44:59
31918,1277453,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,5,5C,1606,2017/11/09 06:46:59
31919,1277857,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0745,2017/11/11 20:52:59
31920,1277576,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0832,2017/11/03 20:29:59
31921,1277455,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4A,0907,2017/10/31 20:00:00
31922,1277858,7399,98,SAC CITY CODE,12.52.040(A) STOR PER PROP-PUB,6,6D,0847,2017/11/11 19:17:00
31923,1277577,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1022,2017/11/01 15:00:00
31924,1277457,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6A,1031,2017/11/04 22:20:00
31925,1277859,5499,5,TRAFFIC,16028(A) VC PROOF OF INSURANCE,3,3M,0744,2017/11/11 07:04:00
31926,1277578,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0613,2017/11/08 02:29:59
31927,1277458,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1153,2017/11/04 23:00:00
31928,1277860,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,2,2B,0563,2017/11/11 02:55:59
31929,1277579,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0707,2017/11/06 18:01:59
31930,1277459,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4C,1267,2017/11/08 09:00:00
31931,1277861,3571,0,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,2,2B,0523,2017/11/10 23:42:00
31932,1277580,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2B,0551,2017/11/08 06:00:00
31933,1277460,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5C,1647,2017/11/10 00:59:59
31934,1277862,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6C,1405,2017/11/12 09:17:59
31935,1277581,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0525,2017/11/01 15:59:59
31936,1277461,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1B,0451,2017/11/06 15:30:00
31937,1277863,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,5,5C,1606,2017/11/12 05:39:59
31938,1277582,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,1225,2017/11/01 16:02:59
31939,1277462,2999,03,VANDALISM,594(B)(1) VANDALISM GRAF >$400,5,5A,1396,2017/11/05 00:14:59
31940,1277864,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,5,5B,1622,2017/11/12 10:05:00
31941,1277583,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2B,0526,2017/10/06 06:53:59
31942,1277584,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0523,2017/11/01 17:07:59
31943,1277585,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0429,2017/11/01 16:20:00
31944,1277586,2309,0,LARCENY,484 PC PETTY THEFT/OUTSIDE,3,3B,0747,2017/11/08 03:30:00
31945,1277590,7399,32,SAC CITY CODE,9.04.070 URINATE/DEFECATE PUB,3,3M,0742,2017/11/10 03:40:00
31946,1277595,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,3,3A,0761,2017/11/10 17:00:00
31947,1277599,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4B,0958,2017/11/10 03:30:59
31948,1277600,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,6,6B,1084,2017/11/10 01:04:00
31949,1277601,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,0754,2017/11/10 02:29:59
31950,1277605,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,5,5A,1398,2017/11/10 16:41:00
31951,1277606,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1C,0446,2017/11/09 16:34:59
31952,1277607,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0327,2017/11/10 00:30:00
31953,1277609,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,0435,2017/11/10 19:30:00
31954,1277610,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3B,0718,2017/11/01 15:59:59
31955,1277612,1313,21,BATTERY,243(B) PC BATTERY EMERG PERSON,4,4A,0905,2017/11/04 02:03:59
31956,1277625,2699,22,FRAUD,498(B)(1) DIVERT UTILITIES,5,5B,1369,2017/11/09 18:03:00
31957,1277626,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0509,2017/11/10 18:30:00
31958,1277627,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0744,2017/11/09 22:08:00
31959,1277464,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1B,0412,2017/11/05 09:30:00
31960,1277865,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0738,2017/11/12 08:26:59
31961,1277467,4801,5,OBSTRUCTING,69 PC RESIST/OBSTRCT EXEC OFC,4,4A,0934,2017/11/09 23:42:00
31962,1277866,5212,68,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,2,2C,0613,2017/11/12 07:15:00
31963,1277469,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0447,2017/11/04 00:59:59
31964,1277867,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4A,0906,2017/11/11 21:59:59
31965,1277470,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0855,2017/11/04 18:59:59
31966,1277870,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,5,5B,1603,2017/11/12 09:14:00
31967,1277471,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0407,2017/10/02 22:47:00
31968,1277873,2803,05,STOLEN PROP,496(A) REC STOLEN PROP-MISD,3,3B,0738,2017/11/12 08:07:59
31969,1277472,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1616,2017/11/04 05:10:00
31970,1277875,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,1621,2017/11/06 16:41:00
31971,1277474,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1637,2017/11/04 00:00:00
31972,1277882,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,2,2A,0514,2017/11/09 03:16:00
31973,1277475,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1A,0136,2017/10/31 04:30:00
31974,1277883,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3M,0735,2017/11/10 06:10:00
31975,1277476,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1443,2017/11/10 12:59:59
31976,1277884,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1C,0447,2017/11/11 10:34:59
31977,1277477,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6E,0877,2017/11/05 12:45:00
31978,1277885,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,0825,2017/11/11 12:51:00
31979,1277478,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0611,2017/10/02 23:22:00
31980,1277886,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,3,3M,0742,2017/10/19 20:19:59
31981,1277479,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1285,2017/11/04 09:30:00
31982,1277887,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0419,2017/11/11 01:30:00
31983,1277480,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2B,0563,2017/11/04 00:59:59
31984,1277888,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,3,3M,0742,2017/10/05 22:27:00
31985,1277482,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4A,0913,2017/11/04 12:00:00
31986,1277889,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0447,2017/11/11 09:13:00
31987,1277484,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3M,0741,2017/11/06 06:30:00
31988,1277890,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6C,1406,2017/11/08 06:37:59
31989,1277486,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0344,2017/11/06 15:14:59
31990,1277487,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0136,2017/11/06 14:25:00
31991,1277488,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6C,1111,2017/11/06 08:29:59
31992,1277489,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0788,2017/11/04 09:59:59
31993,1277490,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1401,2017/11/05 05:00:00
31994,1277493,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0305,2017/10/02 18:53:59
31995,1277496,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,1278,2017/10/04 23:35:59
31996,1277497,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0898,2017/11/05 09:59:59
31997,1277498,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0832,2017/11/03 16:50:00
31998,1277891,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1064,2017/11/08 15:49:59
31999,1277892,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0725,2017/11/09 15:52:00
32000,1277893,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,5,5A,1501,2017/11/08 09:33:59
32001,1278487,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,1399,2017/11/15 09:00:00
32002,1278488,2999,03,VANDALISM,594(B)(1) VANDALISM GRAF >$400,3,3A,0712,2017/10/30 18:59:59
32003,1278489,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6E,0898,2017/11/12 12:40:00
32004,1278256,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0775,2017/11/13 05:29:59
32005,1278490,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1B,0473,2017/11/11 03:11:59
32006,1278763,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0567,2017/10/13 22:12:00
32007,1278491,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5B,1359,2017/11/12 06:59:59
32008,1278262,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3A,0703,2017/11/11 18:00:00
32009,1278492,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0628,2017/11/10 03:00:00
32010,1278765,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0434,2017/10/13 23:48:59
32011,1278269,2501,01,FORGERY,476 PC PASS FICTICIOUS CHECK,2,2C,0611,2017/11/10 15:59:59
32012,1278494,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5B,1612,2017/11/12 08:00:00
32013,1278564,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0628,2017/11/13 01:28:59
32014,1278766,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,6,6E,1117,2017/10/13 16:57:00
32015,1278149,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4C,1311,2017/11/13 20:00:00
32016,1278272,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0736,2017/11/13 06:30:00
32017,1278495,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1124,2017/11/13 00:40:00
32018,1278565,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0443,2017/11/13 17:00:00
32019,1278653,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,1369,2017/11/14 08:00:00
32020,1278767,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0620,2017/11/16 04:50:00
32021,1278150,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1065,2017/11/03 18:59:59
32022,1278276,2310,0,LARCENY,1708 US THEFT OF MAIL,5,5B,1602,2017/09/04 15:00:00
32023,1278496,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0628,2017/11/12 03:24:59
32024,1278566,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0782,2017/11/13 00:00:00
32025,1278654,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,0444,2017/11/11 22:54:00
32026,1278768,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,6,6E,1117,2017/10/13 15:30:00
32027,1278151,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0742,2017/11/04 04:44:59
32028,1278277,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1398,2017/11/14 04:30:00
32029,1278498,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0721,2017/11/11 03:35:00
32030,1278567,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0935,2017/11/14 06:59:59
32031,1278655,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0239,2017/11/14 23:25:00
32032,1278770,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0551,2017/11/16 09:59:59
32033,1278152,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1387,2017/11/08 23:00:00
32034,1278278,3699,25,SEX REGISTRATI,290.015 FAIL REG-UPON REL JAIL,3,3A,0701,2017/10/27 23:00:00
32035,1278499,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0898,2017/10/01 07:30:00
32036,1278568,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0440,2017/11/14 04:05:00
32037,1278656,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0905,2017/11/07 19:57:59
32038,1278771,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3M,0732,2017/11/16 19:50:00
32039,1278154,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0856,2017/11/09 22:15:00
32040,1278281,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1606,2017/10/31 15:00:00
32041,1278501,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0338,2017/11/13 02:29:59
32042,1278570,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0907,2017/11/13 23:39:59
32043,1278658,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0545,2017/10/21 00:46:59
32044,1278089,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0705,2017/10/12 03:26:00
32045,1278395,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1A,0308,2017/11/11 16:15:59
32046,1278772,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1604,2017/11/14 02:00:00
32047,1278777,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,6,6E,1102,2017/10/13 17:19:00
32048,1278778,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,0468,2017/11/15 01:34:00
32049,1278780,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,6,6E,1102,2017/10/13 18:04:00
32050,1278782,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6E,0888,2017/11/15 12:59:59
32051,1278791,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1B,0411,2017/11/01 05:00:00
32052,1278796,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1427,2017/11/13 05:19:59
32053,1278799,2399,2,LARCENY,484 PC PETTY THEFT,1,1C,0406,2017/11/16 21:00:00
32054,1278800,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,0843,2017/11/14 09:37:59
32055,1278803,1399,6,ASSAULT,368(B)(1) CRUELTY ELDER W/INJ,3,3B,0766,2017/11/14 21:56:00
32056,1278805,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0737,2017/11/15 17:19:59
32057,1278806,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,3,3B,0737,2017/10/14 02:31:00
32058,1278807,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0336,2017/09/01 15:00:00
